[2023-02-08 18:41:32.143563300] [thread  10424 ] [  info  ] [Zmq_send2cherry] [Zmq_send2cherry] [0006] | zmq版本:  4 3 0    (4us)
[2023-02-08 21:17:22.924665400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--github_293.html    (61375us)
[2023-02-08 21:17:23.600360700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (675695us)
[2023-02-08 21:17:25.741990800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (2141630us)
[2023-02-08 21:17:25.819781900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (77791us)
[2023-02-08 21:17:26.622545700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (802763us)
[2023-02-08 21:17:27.073415800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (450870us)
[2023-02-08 21:21:53.476615300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (266403199us)
[2023-02-08 21:23:42.941579100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (109464963us)
[2023-02-08 21:23:47.582314100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (4640735us)
[2023-02-08 21:31:07.010842500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--16进制读写_181.html    (439428528us)
[2023-02-08 21:31:07.177546100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--内存信息_231.html    (166703us)
[2023-02-08 21:31:07.242808700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--书籍下载_318.html    (65262us)
[2023-02-08 21:31:07.363125000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--小众软件_327.html    (120316us)
[2023-02-08 21:31:07.657250100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--小众软件_327.html    (294125us)
[2023-02-08 21:31:07.877283700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--小众软件_327.html    (220033us)
[2023-02-08 21:31:22.653542900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (14776259us)
[2023-02-08 21:31:23.148082000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--buffer_对象_182.html    (494539us)
[2023-02-08 21:31:23.201492200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--buffer_对象_182.html    (53410us)
[2023-02-08 21:31:23.288024600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--feiyue正则匹配所有结果_223.html    (86532us)
[2023-02-08 21:31:23.652044500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--buffer_对象_182.html    (364019us)
[2023-02-08 21:31:23.825452900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--buffer_对象_182.html    (173408us)
[2023-02-08 21:31:24.823260500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (997807us)
[2023-02-08 21:31:24.868920400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--我爱破解论坛_330.html    (45659us)
[2023-02-08 21:31:26.031744700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--edit插入文本_185.html    (1162824us)
[2023-02-08 21:31:26.858941900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件_170.html    (827197us)
[2023-02-08 21:31:26.987587700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (128645us)
[2023-02-08 21:31:27.065109700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--json_feiyue_源码_224.html    (77522us)
[2023-02-08 21:31:27.386430500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--json在线_445.html    (321320us)
[2023-02-08 21:31:27.579476000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@cpp--代码段--demo--jsoncpp作为配置文件_548.html    (193045us)
[2023-02-08 21:31:28.370855600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (791379us)
[2023-02-08 21:31:32.121062400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---cal_172.html    (3750206us)
[2023-02-08 21:31:32.206508900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--脚本库--vscode调试launch_228.html    (85446us)
[2023-02-08 21:31:32.292393600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (85884us)
[2023-02-08 21:31:32.369017500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (76623us)
[2023-02-08 21:31:32.426275200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (57257us)
[2023-02-08 21:31:32.555962800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@网站文件夹--ahk中文论坛autoahk_281.html    (129687us)
[2023-02-08 21:31:33.231648400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (675685us)
[2023-02-08 21:31:42.921035500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (9689387us)
[2023-02-08 21:31:43.055237900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (134202us)
[2023-02-08 21:31:43.125247700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (70009us)
[2023-02-08 21:31:43.262560800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (137313us)
[2023-02-08 21:31:43.463895800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (201335us)
[2023-02-08 21:31:43.649937600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (186041us)
[2023-02-08 21:31:43.807052800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv2_178.html    (157115us)
[2023-02-08 21:31:44.084966100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (277913us)
[2023-02-08 21:32:05.492615100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (21407649us)
[2023-02-08 21:32:05.690503300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--提示框tooltip_202.html    (197888us)
[2023-02-08 21:32:05.880994000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@gdip--获取库存GDI对象GetStockObject_396.html    (190490us)
[2023-02-08 21:32:06.453153000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@gdip--获取库存GDI对象GetStockObject_396.html    (572159us)
[2023-02-08 21:32:06.622199600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--提示框tooltip_202.html    (169046us)
[2023-02-08 21:32:06.778531400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (156331us)
[2023-02-08 21:32:06.944322500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--代码美化pretty_179.html    (165791us)
[2023-02-08 21:32:07.488254900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--代码美化pretty_179.html    (543932us)
[2023-02-08 21:32:07.647930300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (159675us)
[2023-02-08 21:32:07.938042000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (290111us)
[2023-02-08 21:32:08.093705600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (155663us)
[2023-02-08 21:32:08.189766700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (96061us)
[2023-02-08 21:32:09.396298800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (1206532us)
[2023-02-08 21:32:09.549761100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv1_177.html    (153462us)
[2023-02-08 21:32:09.788595100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--testv2_178.html    (238834us)
[2023-02-08 21:32:10.114851700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (326256us)
[2023-02-08 21:32:13.391991900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3277140us)
[2023-02-08 21:32:40.257709400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (26865717us)
[2023-02-08 21:32:46.147531200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (5889821us)
[2023-02-08 21:32:49.229981000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (3082449us)
[2023-02-08 21:32:49.444338800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--v2base64_192.html    (214357us)
[2023-02-08 21:32:49.932537200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (488198us)
[2023-02-08 21:32:50.222056600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@插件---bd_171.html    (289519us)
[2023-02-08 21:32:50.391941200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片_204.html    (169884us)
[2023-02-08 21:32:50.560276200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片_204.html    (168335us)
[2023-02-08 21:32:50.735281900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片_204.html    (175005us)
[2023-02-08 21:32:50.805298600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片_204.html    (70016us)
[2023-02-08 21:32:50.960071900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片_204.html    (154773us)
[2023-02-08 21:32:51.963850000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--例子--文本转图片bitmap_205.html    (1003778us)
[2023-02-08 21:32:52.164645500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.one_se] [0131] | G:\我的AHK程序\我的工程\cherry-snippet\data.ctb_HTML\@ahk--帮助手册_215.html    (200795us)
[2023-02-08 21:32:52.526726300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (362080us)
[2023-02-08 21:34:35.855856700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (103329130us)
[2023-02-08 21:34:38.996062300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3140205us)
[2023-02-08 21:34:39.837018500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (840956us)
[2023-02-08 21:34:47.393037100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (7556018us)
[2023-02-08 21:34:50.367667300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2974630us)
[2023-02-08 21:34:52.215232100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1847564us)
[2023-02-08 21:35:21.440951400] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (29225719us)
[2023-02-08 21:35:23.755517100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2314565us)
[2023-02-08 21:35:27.403068000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3647550us)
[2023-02-08 21:35:36.357960600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (8954892us)
[2023-02-08 21:35:39.674227800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3316267us)
[2023-02-08 21:35:40.731817700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1057589us)
[2023-02-08 21:35:42.947248300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2215430us)
[2023-02-08 21:35:43.379978700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (432730us)
[2023-02-08 21:35:45.673234200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2293255us)
[2023-02-08 21:35:51.628417800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (5955183us)
[2023-02-08 21:35:53.852119800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2223702us)
[2023-02-08 21:35:56.988940600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3136820us)
[2023-02-08 21:36:00.388072900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3399132us)
[2023-02-08 21:36:01.087216000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (699143us)
[2023-02-08 21:36:03.383362300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2296146us)
[2023-02-08 21:36:10.127348100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (6743985us)
[2023-02-08 21:36:18.883743900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (8756395us)
[2023-02-08 21:36:21.124543200] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2240799us)
[2023-02-08 21:36:27.685122800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (6560579us)
[2023-02-08 21:36:29.181194700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1496071us)
[2023-02-08 21:36:31.761338700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2580144us)
[2023-02-08 21:36:32.172948500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (411609us)
[2023-02-08 21:36:34.399539100] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (2226590us)
[2023-02-08 21:36:38.514418500] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (4114879us)
[2023-02-08 21:36:39.291397000] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (776978us)
[2023-02-08 21:36:43.608549800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (4317152us)
[2023-02-08 21:36:45.185658800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1577109us)
[2023-02-08 21:36:48.730166600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (3544507us)
[2023-02-08 21:36:49.460566800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (730400us)
[2023-02-08 21:37:11.105321900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (21644755us)
[2023-02-08 21:37:12.570820900] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1465499us)
[2023-02-08 21:37:13.148309700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (577488us)
[2023-02-08 21:37:50.534267300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (37385957us)
[2023-02-08 21:39:09.654680700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (79120413us)
[2023-02-08 21:39:16.948626300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (7293945us)
[2023-02-08 21:39:18.426954800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1478328us)
[2023-02-08 21:39:20.120108700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | n    (1693153us)
[2023-02-08 21:39:20.120156200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | n    (47us)
[2023-02-08 21:39:20.293059800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | i    (172903us)
[2023-02-08 21:39:20.293266600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | ni    (206us)
[2023-02-08 21:39:20.451999500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | a    (158732us)
[2023-02-08 21:39:20.452045600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | nia    (46us)
[2023-02-08 21:39:20.510960500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | h    (58914us)
[2023-02-08 21:39:20.511007400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | niah    (46us)
[2023-02-08 21:39:20.694844900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | o    (183837us)
[2023-02-08 21:39:20.694895000] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | niaho    (50us)
[2023-02-08 21:39:21.199008600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | niah    (504113us)
[2023-02-08 21:39:21.199069200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (60us)
[2023-02-08 21:39:21.199119200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | niah    (50us)
[2023-02-08 21:39:21.357123200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | nia    (158004us)
[2023-02-08 21:39:21.357168500] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (45us)
[2023-02-08 21:39:21.357205000] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | nia    (36us)
[2023-02-08 21:39:21.533322900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | ni    (176117us)
[2023-02-08 21:39:21.533419900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (97us)
[2023-02-08 21:39:21.533515700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | ni    (95us)
[2023-02-08 21:39:21.703239000] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] | n    (169723us)
[2023-02-08 21:39:21.703286200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (47us)
[2023-02-08 21:39:21.703326700] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | n    (40us)
[2023-02-08 21:39:21.905937800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0171] |     (202611us)
[2023-02-08 21:39:21.905983900] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] |     (46us)
[2023-02-08 21:39:21.906020300] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] |     (36us)
[2023-02-08 21:39:22.190078800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | j    (284058us)
[2023-02-08 21:39:22.190137100] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | j    (58us)
[2023-02-08 21:39:22.310007400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | s    (119870us)
[2023-02-08 21:39:22.310068600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | js    (61us)
[2023-02-08 21:39:22.363000400] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | o    (52931us)
[2023-02-08 21:39:22.363052600] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0080] | jso    (52us)
[2023-02-08 21:39:23.271978800] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (908926us)
[2023-02-08 21:39:23.275676800] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0177] |     (3698us)
[2023-02-08 21:39:37.836107300] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (14560430us)
[2023-02-08 21:39:46.355726700] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (8519619us)
[2023-02-08 21:39:47.744907600] [thread  10424 ] [  info  ] [Main_gui.ah2...] [Main_gui.hide..] [0173] | hide    (1389180us)
[2023-02-08 21:39:51.242217200] [thread  10424 ] [  info  ] [Input_hook.ah2.] [Input_hook.Prot] [0070] | n    (3497309us)
